Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
Gargantúa,François Rabelais,https://www.catedra.com/imagenes/libros/grande/9788437616926-gargantua.jpg,368,19/10/2006,"""Gargantúa"" constituye, junto con ""Pantagruel"" una de las cimas de la literatura francesa del siglo XVI y probablemente la más singular y característica suma de la tradición, a la vez que anuncio casi visionario de los nuevos tiempos. Novela de aventuras, filosófica, libro de diversión, está fundado en las virtudes del lenguaje y la risa: nada más sano que liberar al cuerpo y al alma de sus impurezas y terrores riéndose del mal, del dolor y de la necedad.",https://www.catedra.com/libro/letras-universales/gargantua-francois-rabelais-9788437616926/,Letras Universales
Persuasión,Jane Austen,https://www.catedra.com/imagenes/libros/grande/9788437620626-persuasion.jpg,336,06/10/2006,"Jane Austen es heredera de los logros de la novela inglesa del siglo XVIII, pero al mismo tiempo crea un estilo nuevo de novela más breve, concentrada e intensa, y exhibe en sus dos últimas obras un dominio de recursos narrativos en la expresión de la interioridad que se adelanta a su época. El realismo económico de Jane Austen, la implicación de sus primeras obras en los debates de la última década del siglo XVIII sobre la naturaleza humana, la familia, las instituciones sociales o la educación de las mujeres, y el reflejo en sus novelas de madurez de las innovaciones y escándalos de la Inglaterra de la Regencia, demuestran que la inteligencia creadora, alimentada por las lecturas y la observación, es capaz de interpretar el mundo desde la mesa de un cuarto de estar.
""Persuasión"" es la única novela de Jane Austen de la que se puede decir que es básicamente una historia de amor. Todas sus obras cuentan siempre el enamoramiento de una o dos parejas y acaban con la boda de los protagonistas, pero ""Persuasión"" es la única en la que el interés narrativo se centra en los sentimientos y en la interioridad de la protagonista. Publicada póstumamente, ""Persuasión"" es la última crónica austeniana del triunfo del amor, la bondad y la inteligencia en un entorno social dominado por la vanidad, la estupidez y el egoísmo.",https://www.catedra.com/libro/letras-universales/persuasion-jane-austen-9788437620626/,Letras Universales
La suerte de Barry Lyndon,William M. Thackeray,https://www.catedra.com/imagenes/libros/grande/9788437623368-la-suerte-de-barry-lyndon.jpg,520,04/10/2006,"William M. Thackeray nació en 1811, en Calcuta, en el seno de una acomodada familia de comerciantes. Abandonó sus estudios en la Universidad de Cambridge antes de licenciarse, para intentar desarrollar su talento literario y artístico. El éxito alcanzado por su gran novela satírica, «La feria de las vanidades», le convirtió en una de las más destacadas figuras literarias de su época y en el principal rival artístico de su contemporáneo Charles Dickens. Agudo observador de las excentricidades de su medio vital, de la hipocresía, la vanidad y las emociones secretas de la sociedad de su tiempo, fue considerado durante la segunda mitad del siglo XIX como el crítico social por antonomasia, villano para unos, héroe para otros.
«Barry Lyndon» narra en forma de falsa autobiografía el ascenso y caída de Redmond Barry, en su obstinada persecución por conseguir, por todos los medios a su alcance, una destacada posición social. Extraordinaria novela que convierte a sus lectores en observadores críticos de la vida y la literatura, encierra, además, el germen de una variopinta galería de personajes que encarnan o revelan los principales temas de la obra de Thackeray: la vanidad humana, la frágil gloria del héroe, el horror a la guerra y el cambiante papel de las mujeres en la sociedad victoriana. Un retrato tragicómico de una Europa, la del siglo XVIII, gobernada por la guerra, el engaño y la hipocresía de un mundo y de una clase dirigente cuyos fundamentos morales y económicos están a punto de desaparecer.",https://www.catedra.com/libro/letras-universales/la-suerte-de-barry-lyndon-william-m-thackeray-9788437623368/,Letras Universales
La reina Margot,Alexandre Dumas,https://www.catedra.com/imagenes/libros/grande/9788437613185-la-reina-margot.jpg,816,04/10/2006,"Dotado de una fabulosa imaginación y de una increíble capacidad de trabajo, Dumas subyuga al lector para atraparlo en la intriga de sus historias desde las primeras páginas. En ""La reina Margot"", utilizando unas deslumbrantes escenas teatrales, nos sitúa desde el principio en medio de un complicado nudo de tensiones políticas y de pasiones humanas elementales (amor, odio, poder, ambición).",https://www.catedra.com/libro/letras-universales/la-reina-margot-alexandre-dumas-9788437613185/,Letras Universales
Memorias del subsuelo,Fiódor M. Dostoievski,https://www.catedra.com/imagenes/libros/grande/9788437620329-memorias-del-subsuelo.jpg,200,26/09/2006,"Fiódor M. Dostoievski escribe ""Memorias del subsuelo"" en un momento social y político bastante complejo, al que se une la delicada situación personal por la que el autor estaba atravesando: su mujer se moría y su tormentosa relación sentimental con una joven le causaba dudas y remordimientos que incidían en una evidente crisis personal. El resultado de esa situación histórica, personal, vital y anímica es una obra que en pocas páginas concentra más contenido filosófico que ninguna otra obra del autor, y en la que se plantean las cuestiones más extremas que un hombre pueda hacer.
""Memorias del subsuelo"" es una obra contradictoria, no exenta de matices. En forma de diálogo, un hombre sin nombre ni identidad concreta, excepto la de ser un funcionario, como se presenta a sí mismo desde las primeras páginas, va narrando las memorias de su tragedia personal. Dostoievski logra crear con él uno de los mejores y más impactantes antihéroes de su ingente producción novelística, como lo son Raskólnikov o Iván Karamázov, un sujeto retórico de difícil imitación, en el que las raíces eslavófilas y el innegable rechazo a la imposición burocrática se aúnan en todo un tratado.",https://www.catedra.com/libro/letras-universales/memorias-del-subsuelo-fiodor-m-dostoievski-9788437620329/,Letras Universales
El Paraíso perdido,John Milton,https://www.catedra.com/imagenes/libros/grande/9788437605913-el-paraiso-perdido.jpg,512,21/09/2006,"John Milton (1608-1674) es el más importante de los poetas en lengua inglesa del siglo XVII. Su profundo conocimiento de los clásicos y sus viajes por Europa, signos de la más típica formación renacentista, contribuyeron a la gestación de este poema que se produce como una obra de madurez. ""El Paraíso perdido"" es el poema más importante de contextura moderna. A partir del relato bíblico, el autor recrea un poema alegórico sobre el destino y la salvación humana.",https://www.catedra.com/libro/letras-universales/el-paraiso-perdido-john-milton-9788437605913/,Letras Universales
Los hermanos Karamázov,Fiódor M. Dostoievski,https://www.catedra.com/imagenes/libros/grande/9788437606385-los-hermanos-karamazov.jpg,1144,19/09/2006,"Las obras de Dostoievski (1821-1881) forman parte del acervo de la cultura universal. En ""Los hermanos Karamázov"", su última obra y síntesis monumental de su pensamiento y de su arte, desarrolla su íntimo convencimiento de la necesidad de un cambio radical en los destinos sociales y morales de la humanidad. El autor plasma un trágico cuadro de la sociedad de su tiempo y denuncia la corrupción engendrada por el poder del dinero, las pasiones incontroladas, el egoísmo y la ignominia espiritual.",https://www.catedra.com/libro/letras-universales/los-hermanos-karamazov-fiodor-m-dostoievski-9788437606385/,Letras Universales
Anna Karénina,Lev Tolstói,https://www.catedra.com/imagenes/libros/grande/9788437606323-anna-karenina.jpg,1000,19/09/2006,"La obra de Tolstói reflejó toda una época de la vida de Rusia: para él ""la novela tiene como finalidad la descripción global de la vida humana""; y los sucesos que se desarrollan en ""Anna Karénina"" revelan una observación atenta y directa de un ambiente del que el propio autor fue partícipe. Aunque desde su aparición fue acogida como una reacción contra el movimiento naturalista francés, sigue en esta obra los modelos del naturalismo hasta superarlos.",https://www.catedra.com/libro/letras-universales/anna-karenina-lev-tolstoi-9788437606323/,Letras Universales
Drácula,Bram Stoker,https://www.catedra.com/imagenes/libros/grande/9788437612010-dracula.jpg,592,18/09/2006,"Si hay un mito literario que haya alcanzado la universalidad, sin duda es el de ""Drácula"", el arquetipo del vampiro. Publicada a finales del siglo XIX y recibida todavía como una novela gótica tardía, sus repercusiones han desbordado con creces el ámbito cerrado del género, gracias a una hábil amalgama de folclore e historia auténtica. ""Drácula"" es un clásico porque cuenta algo que puede suceder donde quiera que haya seres humanos: el miedo a la muerte y a los muertos, el sueño de la inmortalidad, la dialéctica psicológica y sexual en nuestro interior entre dominio y sentimiento, entre el deseo de herir a los que amamos y de ser heridos por ellos.",https://www.catedra.com/libro/letras-universales/dracula-bram-stoker-9788437612010/,Letras Universales
Odisea,Homero,https://www.catedra.com/imagenes/libros/grande/9788437606408-odisea.jpg,456,18/09/2006,"Que el autor de la ""Odisea"" se llamara realmente Homero es algo que parece carecer, cada vez más, de importancia. Lo verdaderamente importante es que bajo este nombre, supuesto o no, se encuentra un genial poeta que supo dar uniformidad de lengua y estilo a una serie de elementos heredados del folclore mediterráneo, anatolio, de la saga griega y del mundo mágico, consiguiendo construir esta monumental epopeya dramática. Esta edición plantea la polémica en torno a la autoría, fecha y uniformidad del poema, a la vez que presenta una traducción en prosa suelta con tono de novela o cuento.",https://www.catedra.com/libro/letras-universales/odisea-homero-9788437606408/,Letras Universales
Jane Eyre,Charlotte Brontë,https://www.catedra.com/imagenes/libros/grande/9788437614496-jane-eyre.jpg,592,18/09/2006,"Una muchacha pobre, despreciada y perseguida por los que la rodean, triunfa al casarse con un marido rico y poderoso. Sin embargo, algo mucho más profundo subyace bajo esa bonita historia, que en su época escandalizó a los críticos victorianos: su rechazo anticristiano de aceptar las formas, costumbres y convenciones de la sociedad, es decir, su feminismo rebelde.",https://www.catedra.com/libro/letras-universales/jane-eyre-charlotte-bronte-9788437614496/,Letras Universales
Amores; Arte de amar,Ovidio,https://www.catedra.com/imagenes/libros/grande/9788437611693-amores-arte-de-amar.jpg,576,15/09/2006,"Las dos obras traducidas en este libro han sido vistas con frecuencia como documentos de la Roma de su tiempo: a través de ellas podemos asomarnos directamente a la Roma de Augusto, a sus costumbres amorosas, a la vida privada, a la cultura, etc., pero no hay que olvidar que el texto ovidiano se construye también sobre la literatura y en este sentido es un texto que habla de metaliteratura. Por otro lado, a pesar de la relativa abundancia de pasajes de contenido sexual, prácticamente nunca, ni la intención ni el resultado, pueden ser calificados de obscenos.",https://www.catedra.com/libro/letras-universales/amores-arte-de-amar-ovidio-9788437611693/,Letras Universales
Crimen y castigo,Fiódor M. Dostoievski,https://www.catedra.com/imagenes/libros/grande/9788437614038-crimen-y-castigo.jpg,704,12/09/2006,"Una visita de Balzac a San Petersburgo le sugirió al joven alférez ingeniero Fiódor  Dostoievski la idea de traducir ""Eugénie Grandet"". La traducción hizo mucho más que sacarle de un apuro económico; despertó su fiebre creativa y su vocación. Entonces, decidió solicitar la excedencia y dedicarse a la literatura.
Obra realmente genial, ""Crimen y castigo"" es una de las más grandes creaciones de la literatura mundial. Todo el dolor humano palpita y nos contempla desde los estremecedores cuadros de miseria, de vejación personal, de soledad y de asfixia moral propios de una gran ciudad. Contradiciendo su propia teoría de que no existen motivos sociales para justificar el crimen, se diría que Dostoievski ha puesto en esta novela todo su afán de acumular y sacar a la luz precisamente las circunstancias sociales que, a cada paso, empujan a la persona a llegar al crimen, aunque sea para afirmar su ""yo"" y probarse a sí mismo que es un hombre.",https://www.catedra.com/libro/letras-universales/crimen-y-castigo-fiodor-m-dostoievski-9788437614038/,Letras Universales
Trópico de Capricornio,Henry Miller,https://www.catedra.com/imagenes/libros/grande/9788437607375-tropico-de-capricornio.jpg,448,08/09/2006,"Si con ""Trópico de Cáncer"" Henry Miller se hizo un nombre, con ""Trópico de Capricornio"" consiguió un mayor logro narrativo, más maduro y mejor estructurado, a partir de una creación ambiciosa que supone mucho más que un desahogo personal.
En ""Trópico de Capricornio"" encontramos la teoría y la práctica de una escritura que emprende la ruta del ""antiarte"" con una hostilidad declarada hacia los conceptos tradicionales de belleza, orden y claridad.",https://www.catedra.com/libro/letras-universales/tropico-de-capricornio-henry-miller-9788437607375/,Letras Universales
Historia,Heródoto,https://www.catedra.com/imagenes/libros/grande/9788437617114-historia.jpg,936,24/01/2018,"Heródoto fue un incansable viajero, circunstancia que es determinante para su actitud como historiador. Aunque aprovechó en la medida de lo posible los escritos de sus antecesores en el género, la investigación, de la que habla al principio de su obra, es un trabajo personal, un acopio de datos ""in situ"". Sus estancias en los centros culturales y políticos del mundo antiguo fueron prolongadas, viajó por todos los países griegos y llegó hasta el Mar Negro, Chipre, Egipto, Citera, Tiro. El saber adquirido en sus viajes se refleja en la primera parte de su obra, mientras que en la segunda, en la que cuenta la historia de Grecia, depende de informadores nativos y de su trato con los hombres más distinguidos que fueron sus contemporáneos.
El valor máximo de la obra de Heródoto estriba en sus contenidos. Por un lado, centró su exposición en lo más glorioso de la historia de Grecia hasta sus tiempos, en la lucha heroica de un pequeño pueblo, el griego, contra la potencia monstruosa de Persia, y, por otro, organizó su obra de tal manera que enlaza profusamente en ella las interesantes noticias sobre las costumbres e instituciones de griegos y bárbaros.",https://www.catedra.com/libro/letras-universales/historia-herodoto-9788437617114/,Letras Universales
Tartufo,Molière,https://www.catedra.com/imagenes/libros/grande/9788437604503-tartufo.jpg,192,08/09/2006,"Dominado por la pasión del teatro, Molière fue actor, empresario y autor. En doce años de compañía itinerante, Molière aprende su oficio. El contacto directo con el público le enseña sus gustos; agradarle es su regla de oro. ""Tartufo"" es quizá su obra más popular. La figura del hipócrita está delineada con tal perfección que se ha convertido en un arquetipo literario, que despierta frecuentes resquemores entre quienes, en distintas épocas y lugares, se han dado por aludidos.",https://www.catedra.com/libro/letras-universales/tartufo-moliere-9788437604503/,Letras Universales
Los Niños terribles,Jean Cocteau,https://www.catedra.com/imagenes/libros/grande/9788437608907-los-ninos-terribles.jpg,200,05/09/2006,"Jean Cocteau (1889-1963) resume en su fértil actividad creadora todos los aciertos y contradicciones de la primera mitad de nuestro siglo. Su obra nos transmite la vitalidad de una existencia hecha para la imagen y la alquimia a partir de la fantasía y el ensueño.
""Los Niños terribles"" plantea el imposible acuerdo entre realidad e imaginación, placer y deber, orden y aventura, Eros y Thanatos. Su doble estructura, lineal y circular a la vez, recrea las claves de la antigua tragedia en la levedad de unos niños que se niegan a ser adultos.",https://www.catedra.com/libro/letras-universales/los-ninos-terribles-jean-cocteau-9788437608907/,Letras Universales
Eneida,Virgilio,https://www.catedra.com/imagenes/libros/grande/9788437608983-eneida.jpg,648,08/08/2006,"En la ""Eneida"" los designios de lo alto impiden a Eneas morir por su ciudad o quedarse junto a la mujer que ama e impulsan al héroe hacia lo desconocido, imponiéndole una carga de obligaciones trascendentales en la que se reconoce la finalidad histórica del poema: la gloria del pueblo romano y la exposición de las virtudes que lo han hecho grande. Virgilio logra un ejemplo perfecto de épica literaria, universal.",https://www.catedra.com/libro/letras-universales/eneida-virgilio-9788437608983/,Letras Universales
Hamlet,William Shakespeare,https://www.catedra.com/imagenes/libros/grande/9788437610979-hamlet.jpg,760,02/08/2006,"""Hamlet"" traza el admirable retrato de un legendario príncipe de Dinamarca soñador, contemplativo, sumido en dudas e irresoluciones, que, obligado a esclarecer los motivos que llevaron a la muerte de su padre, sucumbe ante la fatalidad de las circunstancias. Su ambigüedad, su ambivalencia y su desorientación lo aproximan notablemente a la sensibilidad de nuestra época.",https://www.catedra.com/libro/letras-universales/hamlet-william-shakespeare-9788437610979/,Letras Universales
"Cancionero, I",Francesco Petrarca,https://www.catedra.com/imagenes/libros/grande/9788437608549-cancionero-i.jpg,544,31/07/2006,"A Petrarca se le llama a veces padre del humanismo y sin duda la amalgama de paganismo y cristianismo, erudición clásica y potencial humano que encontramos en sus obras le confiere al término algo de su significado moderno.
Hoy en día la poesía amorosa de Petrarca es un bien de la humanidad. Su extraordinaria difusión y poderosa influencia en toda la lírica occidental demuestran que la posteridad ha juzgado sus obras en lengua vulgar con mucha mayor benevolencia de la que el poeta se hubiera atrevido a esperar.",https://www.catedra.com/libro/letras-universales/cancionero-i-francesco-petrarca-9788437608549/,Letras Universales
Historias,Cornelio Tácito,https://www.catedra.com/imagenes/libros/grande/9788437623191-historias.jpg,328,28/07/2006,"Apenas sabemos nada sobre Tácito. Incluso el apodo familiar con el que hoy se le conoce, ""Tacitus""/Tácito, es un adjetivo que expresa algo ""no manifestado"", ""no expreso"", ""reservado"". Lo que podemos afirmar sobre su biografía y personalidad son en gran parte conjeturas que resultan del cruce de datos sueltos entre la historia de su tiempo y su propia obra histórica: que probablemente nació a mediados de los años 50 d.C., que fue senador y llegó a cónsul, que formó parte de la élite social  y económica de la Roma del Principado y alcanzó el techo político que le ofrecía su época.
Tácito inicia su relato en las ""Historias"" incorporándose a la larga tradición de los historiadores republicanos, la ""analística"", que acostumbraba a narrar la historia de Roma año a año. Así pone de relieve las incongruencias entre el ideal republicano de Roma y la dura realidad dinástica e imperial. La analística había construido durante la República un auténtico personaje colectivo, Roma, cuya importancia era superior a la de cualquier individuo y se plasmaba en acciones particulares de personajes individuales. Ahora, en cambio, los personajes individuales han  suplantado a Roma como materia narrativa y la historia colectiva se ha vuelto historia personal; su escritura exige una nueva manera y un nuevo talento expositivo. La conciencia de un pasado roto y un presente mistificador establece la lectura política y estética de la historia que Tácito nos cuenta.",https://www.catedra.com/libro/letras-universales/historias-cornelio-tacito-9788437623191/,Letras Universales
Al Faro,Virginia Woolf,https://www.catedra.com/imagenes/libros/grande/9788437616971-al-faro.jpg,272,25/07/2006,"""Al faro"" es una novela que constituye una heroica reconstrucción de las pérdidas (reales o imaginarias) y tiranías del pasado. En ella puede apreciarse en su plenitud la técnica del monólogo interior y unas imágenes ricas y sugerentes.",https://www.catedra.com/libro/letras-universales/al-faro-virginia-woolf-9788437616971/,Letras Universales
Vuelta de tuerca,Henry James,https://www.catedra.com/imagenes/libros/grande/9788437621944-vuelta-de-tuerca.jpg,304,21/07/2006,"Henry James (1843-1916) nació en Nueva York, en el seno de una familia de intelectuales, rodeado de un ambiente interesado por las ideas y el arte. Pasó la mayor parte de su vida en Europa, donde conoció a novelistas de vanguardia como Flaubert, Daudet, Zola o Maupassant, pero su gran maestro y amigo fue Iván Turgueniev. Se propuso llegar a convertirse en un cronista de la vida de su país. Su estilo complejo, caracterizado por hacer caso omiso de las reglas gramaticales, con oraciones llenas de digresiones y diálogos que expresan la ambigüedad de la conversación, tiene un tono de intimidad que se oye más que se lee, como si el lector escuchara el habla de los personajes.
""Vuelta de tuerca"" es la obra de Henry James que más discusión o más insistentes aseveraciones ha provocado por parte de la crítica. El lector siente inquietud ante su lectura aunque no pueda precisar por qué. Se trata de una historia fantástica de intrigante ambivalencia cuyo principal cometido es concitar terror. La mezcla de datos objetivos y subjetivos, los hechos innegables y las perfectas lagunas hacen dudar al lector entre una explicación sobrenatural o realista.",https://www.catedra.com/libro/letras-universales/vuelta-de-tuerca-henry-james-9788437621944/,Letras Universales
El corazón de las tinieblas,Joseph Conrad,https://www.catedra.com/imagenes/libros/grande/9788437622552-el-corazon-de-las-tinieblas.jpg,256,10/07/2006,"Desde muy joven, Joseph Conrad se sintió atraído por el continente africano y por las aventuras que, supuestamente, aguardaban a aquellos que tuvieran el valor de adentrarse en la espesura de la jungla. El contacto con la realidad del Congo, colonia personal del rey Leopoldo II de Bélgica, cambió, sin embargo, la situación radicalmente. El sistema esclavista, el estado de terror, barbarie y genocidio instaurado por los representantes del rey belga para asegurar la supervivencia del sistema de control de unos pocos europeos sobre millones de africanos, le supuso no solo experimentar una decepción de sus ilusiones infantiles, sino un serio revés en su salud física y psíquica. Esta experiencia africana marcó fuertemente la composición de ""El corazón de las tinieblas"".
Desentrañar la complejidad de esta novela, con un estilo narrativo innovador para su época y una temática claramente ambigua, ha sido objeto y tarea de numerosas propuestas que la han convertido en piedra de toque de algunas de las teorías literarias más destacas de las segunda mitad del siglo XX: desde el ""New Criticism"" y moralismo formal, a las teorías psicoanalíticas, el feminismo, el postestructuralismo o postcolonialismo, entre otras, en las que, a menudo, se recurre al motivo del viaje; una alegoría mítica con una recreación indirecta del mito del viaje a los infiernos, con una confrontación ética entre el bien y el mal, o con una ascensión espiritual al conocimiento trascendente.",https://www.catedra.com/libro/letras-universales/el-corazon-de-las-tinieblas-joseph-conrad-9788437622552/,Letras Universales
Relatos,Edgar Allan Poe,https://www.catedra.com/imagenes/libros/grande/9788437607481-relatos.jpg,352,06/07/2006,"La aportación de Edgar Allan Poe a la ficción norteamericana fue crucial en un momento en el que la imaginación en la creación novelística se había puesto en tela de juicio. Su obra, variada, irregular y original, se ajustó, tanto en prosa como en poesía, a los criterios estéticos más innovadores.
El presente volumen incluye trece relatos representativos de la capacidad de Poe para describir las sensaciones del individuo al borde de la locura, la obsesión por explorar los contornos irracionales de la mente, la tortura mental de sus héroes solitarios y alienados, la enigmática y macabra presentación de una espiritualidad suspendida del cuerpo humano.",https://www.catedra.com/libro/letras-universales/relatos-edgar-allan-poe-9788437607481/,Letras Universales
El Gatopardo,Giuseppe Tomasi di Lampedusa,https://www.catedra.com/imagenes/libros/grande/9788437606415-el-gatopardo.jpg,288,04/07/2006,,https://www.catedra.com/libro/letras-universales/el-gatopardo-giuseppe-tomasi-di-lampedusa-9788437606415/,Letras Universales
Las avispas; La paz; Las aves; Lisístrata,Aristófanes,https://www.catedra.com/imagenes/libros/grande/9788437606507-las-avispas-la-paz-las-aves-lisistrata.jpg,328,04/07/2006,"Nacido en el año 450 a.C., Aristófanes fue contemporáneo de Sófocles y de Eurípides, asistiendo en el centro de su vida a la guerra del Peloponeso. Tachado tanto de reaccionario como de progresista, a los ojos del lector actual ofrece un claro testimonio de cuán rico, matizado y contradictorio podía llegar a ser el pensamiento de un ateniense culto en aquellos años turbulentos.
En las obras de Aristófanes, mito y realidad, arcaísmo ritual y modernidad, seriedad y risa aparecen ante nosotros en un friso monumental. Conservamos pocos documentos tan auténticos de una cultura antigua. El presente volumen es la primera entrega de las once comedias conservadas.",https://www.catedra.com/libro/letras-universales/las-avispas-la-paz-las-aves-lisistrata-aristofanes-9788437606507/,Letras Universales
Tristán e Iseo,Béroul,https://www.catedra.com/imagenes/libros/grande/9788437605104-tristan-e-iseo.jpg,224,19/06/2006,"La historia de los amantes Tristán e Iseo nació en la tradición oral francesa. Hasta el siglo XII no encontramos las primeras versiones escritas. Una de las más bellas es la  de Béroul, traducida ahora por vez primera al castellano.
Por debajo de la elaboración poética del desconocido Béroul laten episodios ambientados en una atmósfera arcaica y de extremado salvajismo. Quizá sea esta versión la que más nos acerque a la remota raíz y fuerza mítica de este relato universal.",https://www.catedra.com/libro/letras-universales/tristan-e-iseo-beroul-9788437605104/,Letras Universales
Nadja,André Breton,https://www.catedra.com/imagenes/libros/grande/9788437615493-nadja.jpg,256,19/06/2006,"""Nadja"" (1928) es una obra compleja en la que, a partir de la relación que se estableció en 1924 entre el personaje que da título al relato y el autor, se encuentran todas las claves del Surrealismo en la etapa de su desarrollo inmediatamente posterior a la publicación del primero de sus ""Manifiestos"", es decir, en pleno dinamismo conceptual. Muy densa en significados, puede ser considerada una de las obras más importantes del autor y del movimiento del que es, sin duda, su quintaesencia. ""Nadja"" es la obra germinal del movimiento literario surrealista en nueva traducción y con el comentario del mejor especialista español en ese periodo literario francés.",https://www.catedra.com/libro/letras-universales/nadja-andre-breton-9788437615493/,Letras Universales
Satiricón,Petronio,https://www.catedra.com/imagenes/libros/grande/9788437621005-satiricon.jpg,200,09/06/2006,,https://www.catedra.com/libro/letras-universales/satiricon-petronio-9788437621005/,Letras Universales
"Ensayos, I",Michel de Montaigne,https://www.catedra.com/imagenes/libros/grande/9788437605395-ensayos-i.jpg,424,06/06/2006,"Los ""Ensayos"" de Montaigne son una obra miscelánea en la cual tienen cabida las más diversas reflexiones sobre lecturas y sobre su propia experiencia personal, enriquecida por sus largos viajes. Montaigne fue un escritor barroco en el sentido de que no es posible encontrar en sus escritos un propósito lineal ni un objetivo definido. En los ""Ensayos"", el autor anota sus opiniones y reflexiones sobre el hombre, el pensamiento, la moral, la vida y la muerte sin seguir un guión ni un esquema, agrupadas en capítulos muy genéricos. Su primera intención fue escribir una obra filosófica, heredera de los clásicos latinos, pero a medida que va engrosándose su experiencia personal, y después de las abundantes variaciones y ampliaciones, va derivando hacia una verdadera preparación para el bien morir. Pensar la muerte posibilita nuestra libertad y la reflexión dota a la libertad de saber.",https://www.catedra.com/libro/letras-universales/ensayos-i-michel-de-montaigne-9788437605395/,Letras Universales
Relatos,Henryk Sienkiewicz,https://www.catedra.com/imagenes/libros/grande/9788437623115-relatos.jpg,400,10/10/2012,"Henryk Sienkiewicz (1846-1916) es el más popular y mundialmente conocido de los escritores polacos. Una singular novela, «Quo vadis?», lo consagró universalmente y le hizo merecedor del premio Nobel de Literatura en 1905. El haber nacido en una Polonia inexistente en el mapa político europeo, ser un viajero infatigable por Europa, América y África y quedar de algún modo encasillado como escritor de novelas históricas, hacen olvidar a muchos lectores cuál era su patria de origen y el fondo que subyace en toda su obra: la ""cuestión polaca"" en el contexto de su época. Esta disyuntiva entre polonidad y universalidad fue resuelta por Sienkiewicz con genio y maestría literaria, y supo introducir la polonidad en el ámbito de la universalidad.
Los nueve relatos reunidos en esta edición presentan tres visiones distintas de una realidad que en su conjunto ofrece una perspectiva global de la figura del autor: relatos de ambiente rural, cuyos personajes son campesinos víctimas de la explotación y el atraso que imperaba en la sociedad polaca; relatos antiocupacionistas, cuyo problema de fondo son los territorios ocupados de Polonia y las consecuencias de la represión política; relatos de tema americano, parábola de la Polonia ocupada y de la necesidad de una conciencia de identidad nacional en la generación de polacos exiliados, emigrados o sometidos.",https://www.catedra.com/libro/letras-universales/relatos-henryk-sienkiewicz-9788437623115/,Letras Universales
Trópico de Cáncer,Henry Miller,https://www.catedra.com/imagenes/libros/grande/9788437607382-tropico-de-cancer.jpg,384,05/06/2006,"Henry Miller fue un lector voraz y autodidacta. Pensaba, siguiendo a Emerson, que la literatura del futuro sería autobiográfica. ""Trópico de Cáncer"" inicia con su publicación en 1934 la explosión literaria y editorial de Miller. A pesar de que dio lugar a que se celebraran más de sesenta juicios a propósito de su legalización, no fue escrito para escandalizar a los ""burgueses bien pensantes""; su cuidada elaboración prueba la aspiración literaria de su autor, que logró hacer de ella un emblema de la desolada condición del artista en aquellos tiempos.",https://www.catedra.com/libro/letras-universales/tropico-de-cancer-henry-miller-9788437607382/,Letras Universales
Compendio de técnica militar,Flavio Vegecio Renato,https://www.catedra.com/imagenes/libros/grande/9788437623139-compendio-de-tecnica-militar.jpg,400,02/06/2006,"La trayectoria vital de Flavio Vegecio Renato puede situarse entre la segunda mitad del siglo IV y la primera del V. Además de ser un personaje aventajado en el panorama político de su tiempo y de provenir de un ámbito familiar del primer nivel en la escala social, demuestra en las dos obras que se han conservado a su nombre una sólida educación romana, manifestada en el dominio de la lengua en la que escribe, sobre la base de aplicación de los preceptos de la retórica y la gramática, y en el conocimiento profundo de los clásicos literarios romanos, en particular de Virgilio. La gestación del ""Compendio de técnica militar"" se debe al compromiso que asumió Vegecio por la encomienda directa y personal del emperador Teodosio para que llevara a cabo la ambiciosa empresa de recoger la tradición preceptiva militar romana. Pero en su ""Compendio"", Vegecio también adopta una posición que participa y contribuye a la propaganda política teodosiana, en lo concerniente a la política de restauración de los valores y la proyección pública del ejército romano, en aras de la reparación del prestigio militar perdido tras la derrota de Adrianópolis.",https://www.catedra.com/libro/letras-universales/compendio-de-tecnica-militar-flavio-vegecio-renato-9788437623139/,Letras Universales
Orgullo y prejuicio,Jane Austen,https://www.catedra.com/imagenes/libros/grande/9788437606781-orgullo-y-prejuicio.jpg,408,12/05/2006,"Jane Austin es la primera gran escritora en lengua inglesa. Se la ha colocado al lado de George Eliot, Henry James y Joseph Conrad, inaugurando la gran tradición narrativa de Inglaterra. Una buena biblioteca en la casa paterna y una intensa afición a la lectura desde la infancia perfilaron en ella, desde muy joven, una clara intención de llegar a ser novelista.
""Orgullo y prejuicio"", publicada en 1813, fue bien recibida desde el principio. Para algunos críticos se combinan en ella las tradiciones de la sátira poética y la novela sentimental, dando lugar a una novela entretenida, de suspense y de ataque a los vicios sociales más clásicos.",https://www.catedra.com/libro/letras-universales/orgullo-y-prejuicio-jane-austen-9788437606781/,Letras Universales
